               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 156,            0.017792,           0.0066048,           0.0017235,             0.97948,             0.98545,               0.995,             0.80315,            0.010866,           0.0028621,            0.001378,           0.0023275,           0.0023275,           0.0023275
                 157,            0.015604,           0.0068586,           0.0010366,             0.97514,             0.98538,               0.995,             0.80502,            0.010759,           0.0028447,           0.0015136,            0.002278,            0.002278,            0.002278
                 158,            0.015393,           0.0059082,          0.00075651,             0.97075,             0.98457,             0.99444,             0.81251,            0.010888,           0.0027957,           0.0017029,           0.0022285,           0.0022285,           0.0022285
                 159,             0.01425,            0.005728,          0.00059319,             0.97518,              0.9853,             0.99444,             0.81318,            0.010009,            0.002682,           0.0016303,            0.002179,            0.002179,            0.002179
                 160,            0.017091,           0.0067689,          0.00062829,             0.97592,             0.98521,             0.99444,             0.82681,           0.0096884,           0.0026003,            0.001727,           0.0021295,           0.0021295,           0.0021295
                 161,            0.014516,           0.0064545,          0.00046621,             0.97151,             0.97878,              0.9937,             0.80392,            0.010075,           0.0026337,           0.0020666,             0.00208,             0.00208,             0.00208
                 162,            0.015133,           0.0053279,          0.00053106,             0.94436,             0.98438,             0.99251,             0.81383,           0.0099953,            0.002638,           0.0026236,           0.0020305,           0.0020305,           0.0020305
                 163,             0.01536,           0.0055812,          0.00070042,             0.94188,             0.98408,             0.99151,             0.81514,           0.0097192,           0.0026562,            0.002952,            0.001981,            0.001981,            0.001981
                 164,            0.013738,           0.0052574,          0.00073618,             0.93425,             0.99637,              0.9879,             0.81447,            0.009838,            0.002672,           0.0036691,           0.0019315,           0.0019315,           0.0019315
                 165,            0.016464,           0.0057151,          0.00061652,               0.935,             0.98438,             0.98328,             0.81632,           0.0094434,           0.0026992,           0.0041347,            0.001882,            0.001882,            0.001882
                 166,            0.015438,           0.0062914,          0.00086469,             0.93425,             0.99539,             0.98737,             0.82696,           0.0096586,           0.0026914,           0.0037629,           0.0018325,           0.0018325,           0.0018325
                 167,            0.015646,           0.0055858,          0.00043724,             0.93742,              0.9829,             0.98862,             0.83249,           0.0093136,           0.0026856,           0.0035409,            0.001783,            0.001783,            0.001783
                 168,            0.013963,            0.005434,          0.00043523,             0.93435,             0.99666,             0.99008,             0.82543,           0.0092729,           0.0026848,           0.0033872,           0.0017335,           0.0017335,           0.0017335
                 169,            0.014233,           0.0051618,           0.0017166,             0.94105,             0.98342,             0.99228,             0.82488,           0.0095138,           0.0027002,           0.0029331,            0.001684,            0.001684,            0.001684
                 170,            0.015446,           0.0053346,          0.00033823,             0.93484,             0.99834,             0.99444,              0.8231,           0.0094638,           0.0027095,           0.0026689,           0.0016345,           0.0016345,           0.0016345
                 171,            0.013308,           0.0049278,           0.0010204,              0.9349,             0.99855,             0.99444,             0.83177,           0.0094592,           0.0027282,           0.0024668,            0.001585,            0.001585,            0.001585
                 172,            0.018007,           0.0057556,          0.00072781,             0.96814,             0.97508,             0.99444,             0.82409,            0.010164,           0.0028259,           0.0020375,           0.0015355,           0.0015355,           0.0015355
                 173,            0.013913,           0.0060395,          0.00057497,             0.97352,                0.98,             0.99444,             0.82663,           0.0097217,           0.0028067,           0.0018154,            0.001486,            0.001486,            0.001486
                 174,             0.01588,           0.0065475,           0.0003696,             0.97525,             0.98523,             0.99444,             0.82754,           0.0097002,           0.0028566,           0.0016049,           0.0014365,           0.0014365,           0.0014365
                 175,            0.014119,           0.0066751,          0.00097074,             0.97817,             0.98557,             0.99444,             0.82797,           0.0094699,           0.0028322,           0.0015425,            0.001387,            0.001387,            0.001387
                 176,            0.012365,           0.0053342,           0.0004239,             0.97575,             0.98532,             0.99444,             0.82794,            0.009461,           0.0028581,           0.0015503,           0.0013375,           0.0013375,           0.0013375
                 177,            0.013116,           0.0052431,           0.0011514,             0.97634,             0.98533,             0.99444,             0.82843,           0.0094339,           0.0028372,           0.0015407,            0.001288,            0.001288,            0.001288
                 178,            0.012701,           0.0053299,          0.00043057,             0.97729,             0.98538,             0.99444,             0.83296,           0.0093864,            0.002805,           0.0015113,           0.0012385,           0.0012385,           0.0012385
                 179,            0.013824,            0.004871,           0.0029032,             0.98081,             0.98521,               0.995,             0.82958,           0.0093682,           0.0027835,           0.0013477,            0.001189,            0.001189,            0.001189
                 180,            0.013384,           0.0051639,           0.0007613,              0.9868,             0.98532,               0.995,             0.82944,           0.0094142,           0.0027921,           0.0012284,           0.0011395,           0.0011395,           0.0011395
                 181,            0.016748,           0.0053174,          0.00088209,             0.98755,              0.9854,               0.995,             0.82986,           0.0093621,            0.002788,           0.0011927,             0.00109,             0.00109,             0.00109
                 182,             0.01471,           0.0056959,          0.00044174,             0.98062,             0.98534,               0.995,             0.82678,           0.0093648,           0.0027793,           0.0013186,           0.0010405,           0.0010405,           0.0010405
                 183,            0.012607,            0.005759,           0.0010048,             0.97799,             0.98575,             0.99444,             0.83665,           0.0092092,           0.0027127,           0.0014504,            0.000991,            0.000991,            0.000991
                 184,            0.013172,           0.0054197,          0.00040224,             0.97751,             0.98594,             0.99444,             0.84006,           0.0092061,           0.0027008,           0.0014941,           0.0009415,           0.0009415,           0.0009415
                 185,            0.014154,           0.0052888,           0.0026235,             0.97593,             0.98509,             0.99444,             0.83295,           0.0092782,           0.0027119,           0.0017528,            0.000892,            0.000892,            0.000892
                 186,            0.013458,             0.00512,          0.00044841,             0.97281,              0.9802,             0.99444,             0.84133,            0.009188,           0.0026978,           0.0019977,           0.0008425,           0.0008425,           0.0008425
                 187,             0.01271,           0.0054258,          0.00026477,             0.95269,              0.9835,             0.99393,             0.83243,           0.0092719,           0.0026787,            0.002202,            0.000793,            0.000793,            0.000793
                 188,            0.015293,           0.0051486,          0.00060634,             0.93499,             0.99884,             0.99393,             0.83733,           0.0094438,           0.0027077,            0.002397,           0.0007435,           0.0007435,           0.0007435
                 189,              0.0125,           0.0053959,          0.00048201,              0.9347,              0.9988,             0.99345,             0.83314,           0.0095176,           0.0027231,           0.0026699,            0.000694,            0.000694,            0.000694
                 190,            0.012322,           0.0045016,           0.0004263,             0.93466,             0.99877,             0.99345,              0.8404,           0.0093988,           0.0027193,           0.0027924,           0.0006445,           0.0006445,           0.0006445
                 191,            0.012319,           0.0053873,          0.00040059,              0.9347,              0.9988,             0.99268,             0.83371,           0.0092737,           0.0027089,           0.0027392,            0.000595,            0.000595,            0.000595
                 192,            0.013964,           0.0050003,          0.00041386,              0.9347,             0.99881,             0.99268,             0.83371,           0.0091613,           0.0026983,           0.0027029,           0.0005455,           0.0005455,           0.0005455
                 193,            0.014569,           0.0058053,          0.00040985,             0.93465,             0.99883,             0.99268,             0.83024,           0.0091501,           0.0026942,           0.0026438,            0.000496,            0.000496,            0.000496
                 194,            0.013892,           0.0059268,          0.00034076,             0.93473,             0.99889,             0.99316,             0.84478,           0.0090519,           0.0026803,           0.0025176,           0.0004465,           0.0004465,           0.0004465
                 195,             0.01201,           0.0051868,          0.00050437,             0.93718,             0.99613,             0.99316,             0.84102,             0.00901,           0.0026575,           0.0024718,            0.000397,            0.000397,            0.000397
                 196,            0.015222,            0.005394,          0.00095182,             0.93462,             0.99889,             0.99316,             0.84485,           0.0089904,           0.0026496,            0.002531,           0.0003475,           0.0003475,           0.0003475
                 197,            0.013144,           0.0048618,          0.00031917,             0.93457,             0.99889,             0.99316,             0.84825,           0.0089979,           0.0026542,           0.0025433,            0.000298,            0.000298,            0.000298
                 198,            0.011858,            0.004223,          0.00019171,             0.93768,             0.99542,             0.99316,             0.84303,           0.0089776,           0.0026489,           0.0024971,           0.0002485,           0.0002485,           0.0002485
                 199,            0.012621,           0.0049156,          0.00066573,             0.96141,             0.97178,              0.9937,             0.84731,           0.0089437,            0.002653,           0.0024528,            0.000199,            0.000199,            0.000199
